,NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1467,LONKING HOLDINGS,KYG5636C1078,,,,,,,,19.61,110.0,106.79,33.77,95.81,184.3,135.6,89.73,67.56,65.87,45.88,100.21,170.94,134.89,113.3,163.09,156.39,120.72,104.06,146.93
1468,PARKSON RETAIL GROUP,KYG693701156,,,,,,,,20.64,44.23,78.42,39.28,70.67,73.72,54.24,35.55,14.77,11.54,5.98,5.96,7.3,5.29,3.71,1.93,1.4,1.22,0.92,1.03
1469,SEMICON.MNFG.INTL.,KYG8020E1199,,,,,,,8.18,6.56,5.85,3.37,1.38,3.38,3.22,2.32,2.5,4.11,3.49,3.68,5.48,5.7,3.79,7.66,14.62,9.68,9.19,7.27,21.73
1470,SHUI ON LAND,KYG811511131,,,,,,,,,14.26,17.75,4.33,9.53,10.36,7.46,10.77,7.84,5.7,6.18,5.5,8.91,7.31,6.31,4.84,4.82,5.23,3.84,3.75
1471,SOHO CHINA,KYG826001003,,,,,,,,,,8.74,3.64,5.32,9.52,8.24,11.77,11.03,10.01,7.81,10.26,16.22,11.57,10.2,8.49,6.09,5.55,2.32,2.29
1472,TENCENT HOLDINGS,KYG875721634,,,,,,,14.98,31.18,91.85,150.06,150.02,453.89,666.61,603.29,867.45,1759.36,2206.12,2359.52,3348.17,7340.31,5640.6,6239.51,11955.32,8003.06,6825.64,5029.45,7364.58
1473,TINGYI CYMN.ISLE.HLDG.,KYG8878S1030,5.35,3.52,7.09,10.2,18.38,21.16,17.32,46.17,87.51,110.82,95.8,187.68,206.29,250.52,249.22,229.86,219.47,104.64,107.5,188.6,136.4,171.84,210.83,239.16,213.22,132.96,214.38
1489,AMERICA MOVIL B,MX01AM050019,,,,9.58,7.19,16.39,27.51,16.84,22.51,31.12,14.21,22.69,29.46,11.99,12.89,10.69,10.83,6.89,6.47,9.44,8.1,8.39,6.82,9.51,10.31,9.35,7.52
1490,GRUPO ELEKTRA SUSP - SUSP.30/09/25,MX01EL000003,16.05,30.04,34.76,25.88,13.28,37.33,60.81,74.23,103.67,174.29,165.02,386.94,314.88,654.35,356.22,227.55,286.07,139.98,101.16,282.41,416.89,571.53,538.26,513.59,417.77,535.5,132.99
1491,DESARROLLADORA HOMEX SUSP - SUSP.03/06/25,MX01HO000007,,,,,,,14.69,17.59,30.05,27.91,9.38,15.22,15.89,10.03,7.25,0.81,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
1492,WALMART DE MEXICO 'V',MX01WA000038,664.71,1039.07,1366.26,1710.08,1361.4,1905.82,2144.57,3673.5,5617.71,4671.62,2679.42,5894.69,7865.32,8367.9,9062.05,6577.58,5478.93,7202.19,5617.48,7970.57,8496.68,9919.56,10329.52,12697.85,14388.47,15917.48,10338.27
1493,SIGMAF A,MXP000511016,1124.12,1928.9,734.61,861.71,823.6,2155.71,3244.13,3615.7,4345.4,4005.72,1107.49,4511.8,8191.09,9259.2,16934.67,20102.58,13332.67,12658.65,9782.0,9556.57,9890.61,6046.55,6068.17,7599.14,8341.09,10266.05,11301.65
1494,CEMEX CPO,MXP225611567,17.46,31.54,31.19,40.79,30.57,48.53,67.66,116.49,133.96,102.51,30.2,39.44,40.81,34.74,50.84,59.31,44.85,22.62,49.89,46.23,30.07,23.29,36.01,36.1,32.03,49.82,35.24
1495,FOMENTO ECONOMICO MEXICANO,MXP320321310,412.55,771.9,580.38,774.38,650.59,846.2,1083.94,1532.67,2536.01,2261.74,1704.75,2654.87,3405.72,4641.68,7185.09,5956.44,5578.58,6228.38,5286.96,6790.91,6292.55,6404.18,4950.64,5658.6,6440.16,10827.68,6754.55
1496,GRUPO FINANCIERO INBURSA SRIES 'O',MXP370641013,44.18,110.05,96.31,98.79,56.75,98.31,159.43,174.95,206.6,247.4,238.91,342.47,496.88,470.27,628.21,572.9,630.05,391.64,367.7,454.61,378.07,311.72,279.99,455.21,671.87,890.09,649.24
1497,GPO FINANCE BANORTE,MXP370711014,10.64,16.33,21.05,28.98,30.75,49.67,88.31,143.29,224.61,240.49,75.26,205.85,264.08,236.98,416.87,380.62,312.52,300.79,307.24,425.31,376.1,442.37,377.15,470.93,633.01,882.15,636.41
1498,GRUPO MEXICO 'B',MXP370841019,21.34,45.63,27.75,14.0,10.36,32.28,50.88,86.89,127.89,199.64,59.4,249.87,473.41,388.65,478.69,410.63,346.44,241.59,417.0,481.87,341.14,407.4,723.42,735.87,792.92,987.85,975.76
1499,GRUPO CARSO SERIES A1,MXP461181085,130.41,199.95,135.35,178.57,112.74,208.38,282.65,418.65,576.01,644.98,358.15,523.97,1181.15,1229.91,2001.31,2190.84,1896.44,1629.97,1779.53,1698.14,1744.85,1658.33,1208.47,1356.2,2451.93,4415.39,2839.75
1500,GRUPO BIMBO 'A',MXP495211262,1046.83,807.66,656.1,1039.57,660.91,1024.04,1537.07,1874.26,2692.73,3152.98,1876.89,3542.01,4540.76,5087.12,5719.69,5827.99,5708.54,6291.9,5097.07,5649.24,4398.59,4154.21,4641.78,7304.04,12040.79,11117.48,6598.07
1501,GRUPO TELEVISA,MXP4987V1378,13.24,32.0,26.44,22.61,12.96,21.59,32.66,46.35,65.41,51.69,32.39,49.1,63.72,52.04,76.6,76.75,87.35,70.24,59.13,55.6,34.65,30.42,22.03,29.0,18.05,9.03,6.12
1502,INDUST PENOLES,MXP554091415,46.59,45.27,13.84,22.88,38.46,76.39,96.92,133.02,191.27,478.26,200.17,481.41,904.14,1347.13,1420.17,674.64,593.84,285.97,773.89,684.94,427.02,355.28,566.91,370.76,507.12,449.97,513.91
1503,KIMBERLY-CLARK DE MEXICO 'A',MXP606941179,703.39,730.72,700.67,766.07,645.63,844.02,1074.33,1293.72,1641.32,1597.82,1342.5,2017.13,2709.7,2804.52,4192.46,3889.54,3125.66,3809.36,3130.29,3442.18,3191.91,4091.33,3683.56,3111.5,4557.41,5385.04,3820.89
1504,ORGANIZACION SORIANA,MXP8728U1671,148.04,196.92,131.14,139.59,85.21,131.77,179.15,235.87,437.33,409.17,235.16,376.85,494.83,398.56,592.85,447.6,367.9,328.98,332.81,336.48,218.46,201.27,149.48,181.56,269.46,346.1,246.51
1505,AMMB HOLDINGS,MYL1015OO006,69.1,389.98,199.38,234.14,194.68,313.59,309.72,276.58,355.27,446.6,255.16,590.6,914.25,847.32,919.4,1013.82,836.57,523.8,535.11,662.92,619.27,531.5,487.24,472.27,597.41,588.25,873.57
1506,CIMB GROUP HOLDINGS,MYL1023OO000,55.18,289.16,203.51,210.69,156.83,231.81,244.45,297.03,551.85,678.62,386.88,849.43,1296.34,1110.0,1144.59,1062.34,801.45,526.44,631.43,1097.43,838.6,758.67,634.66,853.4,967.68,1005.7,1460.48
1507,HONG LEONG FINL.GP.,MYL1082OO006,66.79,217.14,177.83,200.98,230.54,330.02,291.72,279.62,438.44,428.73,373.65,688.63,935.98,1284.63,1483.74,1621.73,1638.19,1216.74,1248.31,1878.44,1887.74,1578.2,1683.8,1817.98,1853.97,1521.98,1839.92
1508,MALAYAN BANKING,MYL1155OO000,95.43,305.09,264.18,250.65,228.68,310.95,391.56,397.46,536.74,563.2,294.09,454.31,697.99,721.8,804.99,857.43,756.95,680.68,654.57,980.71,931.53,865.85,883.5,974.2,1080.66,1114.42,1373.39
1509,PUBLIC BANK,MYL1295OO004,57.11,153.79,132.72,129.32,149.78,242.88,352.61,346.82,548.21,797.0,593.41,931.65,1240.92,1331.42,1511.53,1780.58,1656.47,1487.89,1602.22,2049.91,2252.29,1732.52,1992.84,2074.22,2136.35,2093.41,2248.48
1510,BURSA MALAYSIA,MYL1818OO003,,,,,,,,43.8,149.79,191.31,70.7,116.88,144.64,127.78,120.34,140.09,145.47,133.95,139.71,205.54,205.38,157.83,285.5,197.99,220.14,229.62,275.79
1511,BATU KAWAN,MYL1899OO003,401.19,560.22,510.17,624.26,714.87,897.59,958.03,1285.43,2131.56,3522.96,2566.66,3538.24,6637.24,8035.35,7820.02,8003.01,7078.65,6071.25,6405.19,7783.14,6579.21,6645.78,7550.65,9714.14,9828.67,8235.65,8846.61
1512,IOI CORPORATION,MYL1961OO001,109.26,155.98,150.71,335.61,430.22,597.3,722.98,1030.73,1663.06,3509.69,1792.62,2615.77,3379.56,3323.08,3051.05,3050.17,3285.52,2838.29,2705.13,3245.36,3185.31,3118.02,3057.96,2703.68,2777.23,2672.88,2703.87
1513,GENTING PLANTATIONS,MYL2291OO002,46.49,73.12,52.41,71.24,78.68,108.9,108.57,156.43,331.76,647.02,287.22,478.86,777.51,876.63,750.88,918.58,838.29,797.22,754.91,807.7,794.41,817.34,783.79,519.4,507.01,489.21,490.89
1514,KUALA LUMPUR KEPONG,MYL2445OO004,126.5,149.19,146.39,174.17,202.87,212.77,233.08,323.8,636.99,1198.15,628.64,1178.65,1768.05,2171.74,1852.04,1914.15,1743.96,1597.76,1603.9,1932.99,1828.37,1721.19,1857.62,1670.27,1725.39,1674.8,1643.19
1515,GENTING,MYL3182OO002,132.08,351.2,223.71,253.0,308.52,354.76,419.63,503.23,936.07,986.12,450.75,913.78,1683.49,1683.78,1404.79,1504.07,1179.2,889.94,910.82,1209.16,866.93,704.92,550.29,592.12,706.27,629.34,500.76
1516,IJM CORPORATION,MYL3336OO004,129.42,267.89,256.47,334.4,393.06,419.6,459.21,528.15,1047.02,1061.62,471.85,951.18,1588.74,1475.85,1239.46,1379.31,1540.88,1365.9,1291.17,1356.24,805.28,914.08,711.39,656.5,726.94,982.83,1160.13
1517,BERJAYA CORPORATION,MYL3395OO000,44.34,121.48,49.03,26.15,20.26,18.3,15.03,17.88,44.0,200.97,78.32,198.98,220.26,194.47,106.1,95.68,71.69,58.81,60.68,58.57,45.63,39.65,31.46,40.53,52.44,48.45,50.23
1518,FRASER & NEAVE HOLDINGS,MYL3689OO006,69.65,77.2,70.76,93.16,85.5,110.8,142.87,184.88,245.33,297.62,324.48,421.43,699.05,866.11,892.21,854.9,816.69,716.52,900.32,1304.29,1460.73,1412.93,1431.26,1101.83,1148.32,1175.09,1129.49
1519,MISC BHD.,MYL3816OO005,58.64,88.0,100.84,98.14,109.5,181.0,249.72,318.58,326.12,390.04,334.79,347.77,417.88,312.94,223.62,279.93,338.07,326.27,276.75,343.97,306.6,367.02,307.76,352.29,382.78,362.9,399.58
1520,PPB GROUP,MYL4065OO008,319.69,547.82,493.9,568.02,721.9,1307.88,1391.92,1753.14,2558.09,5684.04,4892.04,8749.74,11653.88,11998.79,8561.04,9975.3,8831.74,8691.9,8264.66,10374.65,12484.93,12868.92,13328.85,11305.88,12700.51,9651.91,8409.61
1521,BRIT.AMER.TOB.(MALAYSIA),MYL4162OO003,335.91,636.95,813.61,867.85,953.54,1246.07,1446.75,1384.21,1700.56,1883.85,1899.62,2023.5,2723.39,2996.49,3514.65,3614.07,3786.3,3015.88,2404.55,2101.12,2391.04,755.1,967.12,933.13,1068.06,721.93,651.02
1522,SIME DARBY,MYL4197OO009,82.36,146.42,148.21,157.36,174.12,190.98,230.38,237.79,355.35,696.61,314.2,525.62,653.58,680.7,688.15,640.19,641.71,459.78,540.22,681.47,504.18,498.5,566.79,551.14,621.36,621.02,614.35
1523,HENGYUAN REFINING COMPANY,MYL4324OO009,103.52,173.07,156.28,155.93,142.59,199.19,435.34,542.16,677.87,802.8,597.23,821.86,971.94,918.15,777.13,582.08,454.31,351.85,193.06,1049.94,352.72,249.69,378.01,293.46,278.07,203.02,139.88
1524,UMW HOLDINGS DEAD - DELIST.19/02/24,MYL4588OO009,263.92,826.82,471.96,772.16,834.26,1081.13,971.94,1226.01,2158.86,3595.8,2697.1,3335.09,4507.5,4568.33,8016.45,7593.67,6645.14,3700.57,2912.39,4376.17,3584.54,2415.47,1798.45,1821.28,2358.76,2866.67,2866.67
1525,YTL CORPORATION,MYL4677OO000,440.73,943.01,659.33,651.91,480.33,592.27,800.66,783.7,1287.86,1562.22,1301.21,1492.4,1867.49,1752.96,2042.72,1802.42,2021.15,1629.51,1607.81,1961.6,1380.48,1154.14,890.98,764.77,824.44,2966.77,2682.37
1526,NESTLE (MALAYSIA),MYL4707OO005,48.69,92.45,97.72,100.9,106.85,126.97,143.4,158.14,169.95,216.19,215.92,287.27,463.71,589.54,618.95,687.04,694.26,646.28,653.89,1170.76,1451.02,1419.84,1409.77,1335.24,1376.08,1115.46,901.09
1527,GENTING MALAYSIA,MYL4715OO008,46.07,169.89,96.29,103.06,137.56,137.38,141.45,175.84,245.16,330.58,174.17,232.97,328.56,411.4,366.66,414.15,361.62,341.59,379.88,490.24,286.6,276.68,248.83,275.23,299.16,276.43,248.4
1528,TELEKOM MALAYSIA,MYL4863OO006,43.97,114.08,88.84,70.31,56.59,69.09,81.79,76.29,94.66,120.88,122.83,184.53,264.56,392.94,480.25,460.76,561.27,471.94,420.58,513.31,233.25,307.54,539.28,427.26,441.67,470.3,574.43
1529,MALAYSIA AIRPORTS HDG. DEAD - DELIST.25/02/25,MYL5014OO005,,29.71,16.52,24.05,16.01,17.22,17.06,20.85,26.41,40.53,25.15,63.58,97.25,94.19,92.56,134.52,106.08,84.89,82.48,139.57,117.72,98.43,77.63,84.84,105.05,104.91,154.94
1530,MAYBULK,MYL5077OO002,,,,,,62.14,55.3,51.83,90.56,157.28,104.37,147.73,155.33,136.73,77.82,105.44,73.16,27.59,31.36,38.85,27.65,20.88,21.24,22.33,21.06,16.95,19.33
1531,CAPITAL A,MYL5099OO006,,,,,,,34.02,32.38,28.98,35.98,17.29,28.23,65.71,88.39,65.39,53.49,62.13,27.54,47.73,98.71,79.24,50.65,27.98,21.2,28.95,24.68,33.29
1532,KLCC PROPERTY HOLDINGS STAPLED UNITS,MYL5235SS008,,,,,,,32.13,35.5,61.22,70.2,57.95,71.83,85.11,87.93,168.12,149.45,172.8,159.38,177.77,207.39,208.68,218.26,208.67,191.14,220.1,219.35,269.82
1533,TENAGA NASIONAL,MYL5347OO009,15.6,37.16,41.04,35.83,31.69,31.22,36.84,37.18,59.46,48.82,29.07,42.49,46.95,46.76,54.59,87.66,101.63,82.39,80.42,112.63,90.2,90.27,76.98,76.15,81.58,87.61,120.36
1534,GAMUDA,MYL5398OO002,103.62,349.71,274.71,337.15,400.32,439.16,398.23,254.36,654.54,1015.06,363.32,577.97,939.35,940.81,944.5,1080.84,1158.62,929.95,982.52,1205.2,641.49,916.04,808.03,649.5,1032.61,1254.19,2196.83
1535,PARKSON HOLDINGS,MYL5657OO001,4.41,9.75,4.64,3.57,2.3,3.14,5.55,2.86,8.23,16.18,6.35,11.64,13.83,14.39,12.31,7.06,6.2,2.31,1.5,1.46,0.7,0.7,0.7,0.7,0.7,0.6,0.6
1536,PETRONAS DAGANGAN,MYL5681OO001,12.18,20.42,15.33,22.18,31.65,41.6,48.58,49.63,75.96,133.66,114.65,151.19,257.01,412.22,522.16,677.21,369.45,481.88,426.41,543.73,554.58,476.12,450.55,436.45,509.25,461.39,466.5
1537,HONG LEONG BANK,MYL5819OO007,6.07,22.09,25.11,29.29,34.81,44.1,47.41,45.38,61.99,65.72,54.05,95.41,125.51,164.94,204.97,194.4,183.47,160.62,155.87,259.83,277.3,218.25,247.79,275.9,295.66,256.87,295.16
1538,PETRONAS GAS,MYL6033OO004,20.02,27.45,25.54,25.69,27.26,28.41,28.41,37.51,41.79,55.02,48.77,54.01,72.54,107.76,125.1,149.77,135.81,124.0,109.25,114.11,111.21,101.75,113.77,120.79,125.73,122.7,130.55
1539,CELCOMDIGI,MYL6947OO005,10.38,42.84,39.64,29.28,14.32,23.02,36.76,51.17,126.19,236.07,194.51,238.17,335.18,573.18,714.68,655.3,865.05,595.85,603.8,709.98,657.85,626.64,588.4,587.52,678.38,616.13,603.25
1540,KNM GROUP DEAD - DELIST.05/11/25,MYL7164OO006,,,,,,68.99,154.71,235.35,957.7,2759.81,500.56,941.16,1052.62,414.64,169.61,201.76,180.06,129.57,91.14,70.12,24.96,73.16,50.55,36.63,18.72,21.67,15.23
1541,SP SETIA,MYL8664OO004,25.02,135.56,92.08,108.6,109.54,172.7,210.83,191.71,378.65,529.75,332.26,457.7,831.13,801.42,640.06,568.21,663.49,481.89,581.45,681.05,565.36,270.33,206.45,272.65,154.86,179.32,284.71
1586,BANCO BBVA PERU,PEP116001004,51.31,59.06,60.4,48.66,58.22,75.64,140.1,264.47,385.38,496.34,376.18,1004.35,1215.5,1108.01,1661.52,1433.31,1263.9,861.96,1857.98,2231.87,2194.49,2140.82,1624.66,1326.59,1371.72,1697.99,1921.05
1587,SOCIEDAD MINERA EL BROCAL SAA,PEP617001008,,,24.36,18.55,14.8,33.28,36.47,35.21,149.78,148.12,70.17,239.34,348.94,329.06,232.79,66.11,55.68,28.93,47.14,72.92,30.67,27.77,30.18,40.13,33.84,36.32,56.94
1588,NEXA RESOURCES PERU,PEP620001003,852.07,1202.91,816.89,302.34,426.92,2376.35,3945.18,8645.92,21053.21,17872.39,22882.5,33773.71,43546.69,36512.81,19980.34,12730.9,15461.07,9575.0,25458.27,43351.54,37104.43,36955.9,41551.0,50187.05,34327.52,39412.35,40466.18
1589,MINSUR 'I',PEP622005002,81.24,112.31,101.46,84.02,159.11,279.08,440.62,471.06,975.79,907.14,474.92,1040.88,1960.56,1408.93,1206.55,738.2,745.17,198.32,625.23,843.13,656.19,732.13,1000.35,2190.18,1842.22,2268.92,2610.34
1590,CERRO VERDE,PEP646501002,,,70.0,47.86,74.29,228.62,298.54,370.46,1012.0,1739.02,753.7,2123.75,5403.93,3964.62,3908.5,2245.09,2194.06,1450.12,2347.14,2949.23,2126.21,1927.74,2312.58,4646.78,3544.08,4489.09,4872.04
1591,VOLCAN COMPANIA MINERA B PREF.,PEP648014202,9.59,14.07,16.57,6.03,3.47,14.3,23.77,49.43,169.49,222.72,48.32,276.87,362.62,407.42,357.92,155.32,71.58,32.69,116.61,188.04,109.54,68.14,102.35,94.72,72.19,49.36,31.2
1592,ORYGEN PERU,PEP700511004,,,,27.41,36.19,48.68,77.38,72.98,90.82,97.82,74.75,99.54,171.2,166.15,260.28,226.12,344.29,197.73,266.42,204.1,220.25,283.68,292.75,227.63,361.78,240.1,321.53
1593,ENGIE ENERGIA PERU,PEP702101002,,,,,,,,34.32,51.24,68.56,55.35,65.04,115.39,106.27,141.26,147.14,144.55,91.51,127.49,108.05,84.04,121.05,110.46,95.98,83.84,76.8,68.47
1594,ABOITIZ EQUITY VENT.,PHY0001Z1040,0.95,1.37,0.78,0.87,1.12,1.57,1.96,2.68,5.06,5.09,4.0,7.46,28.85,38.34,53.32,45.7,54.38,50.39,64.12,64.16,54.7,44.75,41.87,59.45,54.87,43.59,28.28
1595,ABOITIZ POWER,PHY0005M1090,,,,,,,,,,2.06,1.48,3.72,12.13,14.24,19.78,16.99,22.74,20.56,20.92,20.18,19.69,17.22,15.45,19.81,21.82,21.68,23.32
1596,ALLIANCE GLOBAL GP.,PHY003341054,,25.63,20.89,20.02,17.12,17.59,17.93,19.63,16.24,16.39,5.43,14.98,42.14,40.45,77.99,100.28,98.72,53.17,45.52,53.64,47.5,36.95,37.32,45.44,43.67,38.23,22.03
1597,AYALA,PHY0486V1154,52.76,50.86,38.48,28.88,19.44,23.67,40.98,38.4,81.26,85.79,35.73,53.44,75.11,101.29,152.58,131.83,185.22,161.84,187.16,238.66,212.13,167.71,195.62,208.29,170.12,153.53,120.85
1598,AYALA LAND,PHY0488F1004,7.09,5.01,3.73,3.55,2.66,3.27,5.1,6.89,11.44,13.21,5.34,8.93,13.52,17.83,30.32,24.04,33.73,27.99,30.12,38.29,37.44,35.46,36.24,32.35,24.87,27.31,18.94
1599,BDO UNIBANK,PHY077751022,,,,,1.59,1.51,2.79,3.65,5.91,6.78,2.52,4.06,6.31,8.11,12.05,11.08,16.63,14.01,15.93,21.3,19.32,20.67,16.11,20.33,21.14,24.64,22.22
1600,BANK OF THE PHILP.ISLE.,PHY0967S1694,32.86,33.57,24.24,23.89,15.03,20.7,30.94,36.3,59.99,61.92,36.74,51.87,70.11,88.6,157.97,126.52,145.44,126.28,125.91,163.28,129.35,120.7,133.1,154.82,163.94,187.57,190.78
1601,GLOBE TELECOM,PHY272571498,4.49,7.72,8.26,8.31,7.05,11.19,12.69,11.42,23.78,35.11,17.25,21.92,21.62,36.23,40.17,54.24,60.68,61.45,55.94,63.53,71.66,70.85,84.97,130.07,89.67,72.63,93.0
1602,INTL.CTNR.TERM.SVS.,PHY411571011,2.29,2.26,0.94,2.13,1.74,2.47,5.75,10.16,22.1,42.53,10.09,20.36,45.75,65.42,91.2,104.28,126.07,59.54,78.98,111.39,111.47,140.73,145.1,236.45,250.74,288.51,391.46
1603,JOLLIBEE FOODS,PHY4466S1007,5.95,4.9,3.53,4.18,4.86,5.49,7.85,12.07,15.38,20.48,14.63,20.09,30.27,43.51,50.84,65.1,99.86,85.31,82.33,114.45,123.84,78.81,77.08,99.41,94.25,98.39,82.58
1604,MANILA ELECTRIC,PHY5764J1483,17.25,18.4,9.99,4.99,1.56,3.2,2.88,2.51,13.73,21.63,13.32,35.71,58.46,75.66,87.35,68.02,79.09,86.31,83.41,101.88,115.04,86.24,106.37,121.15,106.94,135.45,169.14
1605,MEGAWORLD,PHY594811127,1.52,3.02,2.75,2.48,1.63,2.98,3.88,4.99,10.87,13.6,2.35,4.83,9.8,8.23,17.23,16.35,24.3,15.21,15.71,20.88,22.17,16.76,18.03,14.12,9.7,8.52,7.49
1606,METROPOLITAN BANK AND TRUST,PHY6028G1361,32.39,29.4,22.82,19.36,13.65,11.53,14.63,15.67,34.18,27.43,13.27,24.15,42.49,56.84,79.1,66.35,85.32,64.03,69.07,82.18,73.05,57.23,51.31,66.78,67.03,65.09,78.83
1607,PETRON,PHY6885F1067,1.09,0.68,0.68,0.68,0.68,0.59,0.9,1.19,1.26,1.84,1.47,1.52,4.49,3.89,4.01,4.4,3.05,1.96,2.72,2.8,2.15,1.03,1.17,1.03,0.76,0.99,0.69
1608,PLDT,PHY7072Q1032,24.6,24.2,19.53,10.7,5.72,15.07,26.39,38.99,59.11,87.71,56.07,77.66,84.58,109.56,123.2,111.1,134.82,95.55,65.64,71.41,62.0,51.85,83.32,109.2,86.6,79.79,82.68
1609,SAN MIGUEL,PHY751061151,26.11,29.15,23.61,23.05,28.1,27.69,29.68,34.91,38.55,39.61,25.97,47.91,132.06,95.13,97.54,43.5,63.75,55.75,75.77,114.16,124.4,105.77,106.22,86.97,79.8,80.06,51.64
1610,SM INVESTMENTS,PHY806761029,,,,,,,,1.88,3.46,3.36,1.89,3.18,5.17,7.82,11.7,9.75,13.2,11.26,13.73,19.87,19.47,19.4,21.28,19.3,17.76,16.94,13.72
1611,SM PRIME HOLDINGS,PHY8076N1120,5.4,4.74,4.23,4.02,2.99,3.35,5.24,5.43,9.36,11.4,7.45,9.8,12.32,19.4,29.11,22.45,28.61,30.31,41.72,49.91,52.74,54.25,54.9,50.68,49.1,43.34,29.16
1612,UNIVERSAL ROBINA,PHY9297P1004,0.82,1.15,0.79,0.66,0.66,0.8,1.43,3.38,3.65,3.26,1.59,4.03,9.0,15.23,26.54,32.22,59.68,52.69,42.9,42.32,39.39,39.77,43.09,36.64,41.91,30.93,16.01
1613,PAKISTAN STATE OIL COMPANY,PK0022501016,3.42,14.24,10.01,8.44,17.52,29.91,34.13,46.65,42.42,56.44,12.86,31.95,30.27,26.48,27.32,46.63,61.32,52.15,78.35,62.6,48.55,45.18,54.62,40.55,19.05,24.71,56.54
1614,FAUJI FERTILIZER COMPANY,PK0053401011,2.01,3.35,2.45,3.06,5.11,7.73,14.43,22.29,19.93,22.93,17.61,30.65,47.96,79.05,79.56,81.65,111.81,99.15,109.82,87.73,90.98,89.61,101.27,102.64,71.66,88.85,341.59
1615,JAHANGIR SIDDIQUI & COMPANY,PK0060301014,,1.3,2.95,4.0,4.09,13.77,16.9,36.3,31.57,481.56,77.72,71.54,27.0,16.22,36.12,26.61,43.97,42.27,63.37,45.91,27.27,18.31,46.74,20.94,9.93,15.48,20.54
1616,NATIONAL BANK OF PAKISTAN,PK0078001010,,,,,2.51,7.04,14.31,43.2,59.19,51.78,11.82,19.74,26.75,19.96,28.26,39.24,49.85,43.47,66.91,46.04,35.3,28.66,26.83,20.98,9.55,10.49,26.0
1617,UNITED BANK,PK0081901016,,,,,,,,3.15,5.3,6.48,1.31,2.53,2.95,2.7,4.58,6.82,10.11,9.04,14.7,12.16,8.59,8.87,7.35,8.16,4.42,10.51,28.81
1618,BANK HANDLOWY W WARSZAWIE,PLBH00000012,30.25,44.13,39.84,47.94,47.8,47.18,62.39,83.14,118.02,152.87,41.75,111.84,153.13,116.18,156.1,176.37,167.63,113.41,129.18,177.94,139.28,114.16,81.68,136.28,167.02,262.85,260.34
1619,BANK MILLENNIUM,PLBIG0000016,134.21,449.73,228.32,153.76,123.3,111.27,181.25,356.74,811.12,708.73,126.11,366.19,459.97,327.66,389.96,700.74,528.69,331.85,383.73,729.63,620.29,384.9,269.12,558.89,306.56,556.61,648.03
1620,ING BANK SLASKI,PLBSK0000017,7.81,11.18,11.65,14.11,13.89,17.99,22.51,34.12,52.2,49.16,15.87,49.07,62.22,54.12,59.8,79.97,79.78,60.61,96.29,150.84,119.55,123.69,109.24,166.37,99.62,178.67,189.86
1621,BUDIMEX,PLBUDMX00013,53.69,82.11,57.25,78.02,74.72,105.52,174.31,157.85,371.07,378.32,168.18,297.91,424.06,357.62,346.29,700.5,761.82,901.76,1097.31,1201.88,671.11,1097.14,2121.48,1629.81,2008.65,5355.53,3846.71
1622,SANTANDER BANK POLSKA,PLBZ00000044,,,,34.43,43.94,50.42,74.17,122.41,227.67,206.14,63.16,168.4,209.57,202.78,238.31,374.55,289.09,195.28,281.61,411.86,335.17,263.33,177.69,316.3,238.51,460.6,487.89
1623,CIECH DEAD - DELIST.07/03/24,PLCIECH00018,,,,,,,,48.45,108.85,184.32,29.39,47.07,45.02,32.16,38.46,52.92,74.41,109.95,104.54,105.36,94.18,68.41,60.39,75.84,80.83,80.83,80.83
1624,GLOBE TRADE CENTRE,PLGTC0000037,,,,,,,34.69,66.05,171.24,161.51,35.79,82.28,74.68,32.19,31.56,26.28,14.27,19.62,23.92,33.97,29.94,30.34,22.65,21.42,18.99,18.0,13.69
1625,KGHM,PLKGHM000017,18.54,33.11,29.45,19.78,18.08,40.92,45.34,123.97,169.59,265.19,61.27,302.41,547.4,434.11,741.18,450.19,391.45,193.74,446.61,464.05,367.46,340.95,703.02,519.65,491.32,415.64,454.8
1626,GRUPA LOTOS DEAD - DELIST.12/08/22,PLLOTOS00025,,,,,,,,54.23,50.86,53.69,6.95,33.06,49.92,27.68,44.0,38.82,24.97,23.63,36.21,64.68,96.58,76.43,45.72,55.94,55.94,55.94,55.94
1627,POLIMEX MOSTOSTAL,PLMSTSD00019,13.42,12.38,8.34,6.99,4.32,12.61,40.22,83.42,270.32,330.64,67.99,161.53,140.1,63.62,21.01,4.73,2.48,2.66,3.0,3.29,1.78,1.44,2.92,2.18,2.72,2.33,1.5
1628,BANK POLSKA KASA OPIEKI,PLPEKAO00016,23.67,25.53,31.49,43.89,42.57,59.47,88.63,115.28,192.94,192.14,72.08,142.86,150.56,129.61,135.68,165.17,145.72,105.36,113.34,142.56,114.85,105.06,71.71,143.46,96.13,187.03,199.99
1629,POLISH OIL AND GAS DEAD - DELIST.18/11/22,PLPGNIG00014,,,,,,,,31.77,40.15,55.99,35.29,44.23,44.29,41.78,64.58,54.92,43.56,46.32,54.76,79.83,82.85,38.29,66.18,58.2,58.2,58.2,58.2
