NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
LOTTE CHILSUNG,KR7005300009,53.81,71.12,129.79,557.56,608.74,760.91,1073.51,1386.6,1971.7,1427.94,775.85,870.46,988.08,1401.52,1672.08,1846.88,1889.76,2274.89,1564.17,1171.81,1036.29,829.48,1011.73,1131.48,1159.57,982.89,638.18
HYUNDAI MOTOR,KR7005380001,826.95,3374.63,2734.02,5062.23,4842.41,9245.84,11847.63,19486.38,16343.47,16579.29,7351.52,21271.71,35697.02,42934.6,41453.61,47018.53,34145.15,23626.76,26120.46,33141.81,24732.97,22082.93,45973.77,33587.81,29748.59,36305.49,28834.77
POSCO HOLDINGS,KR7005490008,4741.59,11094.67,7573.2,8912.56,9358.46,12275.1,15480.45,20084.16,31952.04,47182.89,22575.86,40669.13,35986.31,32623.41,28604.05,23714.99,20114.25,12745.66,20715.31,30957.92,21080.68,15650.49,20514.53,19165.9,21033.66,28710.5,13995.54
DB INSURANCE,KR7005830005,97.44,250.51,93.85,191.79,135.16,267.96,513.17,1346.98,1971.49,2766.77,748.59,1953.44,2947.62,3241.06,3180.94,3518.62,3420.79,3870.3,3722.42,4850.89,4474.25,2521.06,2406.98,3535.6,3742.2,5310.27,4768.1
KOREA LINE,KR7005880000,46.99,75.28,30.28,33.39,36.74,209.74,311.33,216.99,507.84,1769.66,518.06,412.85,370.55,351.54,115.21,567.66,480.29,347.98,380.17,678.48,521.83,414.97,738.66,566.6,615.96,511.61,361.49
SAMSUNG ELECTRONICS,KR7005930003,10162.79,34859.42,25983.93,35489.73,38214.42,68461.16,70292.65,109823.06,92248.62,91413.7,50166.29,98047.13,129640.29,142235.4,193436.84,172757.9,182663.62,138899.32,241395.51,285079.11,247328.83,285761.88,450771.15,362990.15,310645.7,339427.81,207531.27
NH INVESTMENT & SECS.,KR7005940002,487.55,2898.65,946.85,1589.93,1284.78,941.04,1188.08,2711.87,2608.43,2883.94,1572.67,1736.69,2538.99,2440.68,2233.5,1671.85,2806.05,2277.19,2735.82,4181.85,3508.96,2602.26,2933.05,2808.95,2258.85,2535.55,3178.82
SK DISCOVERY,KR7006120000,152.51,186.91,83.06,106.44,81.35,117.87,226.3,429.11,870.59,1081.61,498.48,956.07,1099.16,1257.9,1075.11,1133.87,1129.87,1650.61,1288.37,525.21,492.64,370.42,1139.46,623.8,497.67,606.0,445.62
LS,KR7006260004,181.49,629.47,348.18,333.52,288.23,385.13,723.67,1077.86,1195.52,2359.8,1718.51,2526.47,2897.39,2550.78,2608.75,2428.62,1418.59,966.79,1737.88,2322.46,1631.95,1048.23,1964.7,1334.21,1760.01,2505.2,2416.56
GS ENGR. & CON.,KR7006360002,108.29,390.23,237.74,518.57,545.22,751.6,1359.54,2449.3,4461.75,6589.36,2211.97,3693.74,5319.63,4856.27,2560.92,1523.58,1679.82,1481.92,1770.51,2149.85,3319.44,1870.14,3036.26,2786.46,1620.04,996.49,989.96
SAMSUNG SDI,KR7006400006,1825.52,1887.69,2210.91,1869.27,2607.13,6453.95,4919.95,4464.94,2955.24,3387.02,2120.13,5086.91,6302.05,5885.98,5812.6,5922.94,8134.68,5285.42,7104.89,11396.54,13952.66,16343.03,46263.4,33312.7,40346.96,20432.82,9749.51
MIRAE ASSET SECURITIES,KR7006800007,708.85,1329.93,1041.21,1342.97,656.46,695.93,1054.21,3147.49,3407.33,4751.26,2269.78,3179.82,4433.81,4016.39,3543.0,2563.48,2991.14,2107.92,5007.97,6570.31,4496.7,3791.75,5889.69,4479.62,3504.42,3945.13,3271.6
SAMSUNG ELTO.MECHANICS,KR7009150004,1091.36,5388.44,2856.72,2958.61,2531.82,2785.45,1860.34,2888.19,2884.78,3413.32,1821.27,6060.24,8994.81,6457.93,6221.63,4490.37,4529.76,3532.54,3640.57,6984.91,7377.57,7813.47,13966.42,11029.01,9138.54,7917.78,6674.85
HD KOA.SHIPBLDG.& OFFS. ENGR.,KR7009540006,,2591.6,1710.53,1623.4,1154.25,2259.55,3253.39,5392.84,11919.33,26198.55,11233.54,12909.12,33070.12,21574.49,14856.47,15451.57,8198.34,5652.71,9310.32,8901.37,8097.4,6692.64,6268.44,4679.07,4604.92,6373.12,10902.65
HANWHA SOLUTIONS,KR7009830001,373.34,696.42,248.65,333.12,369.51,962.11,1034.91,1581.83,1385.32,1586.68,740.62,1880.85,4967.51,3863.14,2429.04,2541.67,1827.63,3420.27,3786.49,5401.83,3243.98,2270.26,8915.77,5117.16,7304.39,4509.8,2290.65
OCI HOLDINGS COMPANY,KR7010060002,14.12,110.53,56.42,167.08,145.77,231.35,302.26,557.16,941.33,4957.4,3233.52,3472.7,7845.8,5874.65,3651.41,4167.12,1757.65,1313.61,1807.05,3444.75,2302.33,1083.74,2315.06,1752.84,1823.44,1611.86,1014.35
LS ELECTRIC,KR7010120004,180.9,410.49,194.67,251.81,201.27,388.3,589.58,870.01,1037.02,1588.56,1005.54,2012.42,2027.93,1829.32,1837.24,1775.85,1648.01,964.09,1109.08,1694.36,1415.87,1302.98,1680.16,1214.43,1204.62,1562.83,4509.05
KOREA ZINC,KR7010130003,330.63,325.49,213.11,309.29,266.57,501.37,666.42,1212.85,1741.44,2488.02,1240.54,2733.37,5043.15,6757.06,6397.19,5819.94,7458.02,6611.18,8029.08,8639.61,7396.2,5945.48,7208.67,7967.51,8854.84,7517.03,11134.51
SAMSUNG HEAVY INDS.,KR7010140002,870.39,1153.81,1059.56,771.68,903.01,1228.78,1619.43,3466.3,5369.7,6723.93,4583.3,4877.09,8692.19,7575.77,7890.12,6971.71,3829.96,1950.49,3570.49,3430.39,4994.95,3469.1,3646.7,3781.33,4204.21,4823.83,7761.97
HD HYUNDAI MIPO DEAD - DELIST.15/12/25,KR7010620003,138.39,129.15,66.07,87.52,55.81,259.72,962.2,1357.46,2773.92,4151.44,2323.24,2017.59,3626.11,2342.53,2141.62,2950.53,1417.76,1171.16,1048.04,2092.49,2117.16,1358.76,1656.29,2269.63,2608.69,2056.6,3430.5
S-OIL,KR7010950004,841.96,1070.55,1000.93,1870.9,1327.76,3241.39,7053.89,7838.2,7903.51,7893.03,4696.69,5105.93,10835.93,12582.45,9767.5,7069.19,6143.75,7431.85,8049.34,12821.33,10516.11,6924.84,7241.96,8405.19,8146.41,5856.42,4627.48
LOTTE CHEMICAL,KR7011170008,373.06,524.19,193.43,421.87,792.04,1589.6,1428.95,1883.95,2637.72,3097.43,1306.21,2966.79,10126.51,10710.67,7668.47,6462.88,5406.26,7792.77,11819.61,13249.36,9191.17,5378.16,8432.78,5544.34,6267.45,4285.3,1577.42
HMM,KR7011200003,714.67,701.86,253.45,221.34,154.79,937.83,1454.06,1642.98,2583.94,4833.89,2909.74,3166.77,4451.23,3823.78,2839.99,2403.58,1879.5,588.64,1254.6,1385.74,1180.33,900.69,4121.69,8884.25,8976.88,10242.33,11032.13
STX SUSP - SUSP.03/07/25,KR7011810009,25.99,32.83,48.76,81.22,66.49,136.09,180.76,319.87,601.81,1869.75,573.14,695.42,1526.99,747.63,428.84,84.74,114.98,75.73,119.27,394.44,283.01,118.04,107.13,89.75,125.25,232.65,87.74
HYUNDAI MOBIS,KR7012330007,422.91,453.04,365.35,1126.91,1604.42,4239.08,5740.94,7315.21,7122.76,7040.89,4284.1,12295.99,22747.57,24326.17,25770.86,27016.25,22016.28,19551.79,20455.0,22982.86,19490.51,18184.78,28446.23,18200.71,15916.36,16428.23,16291.02
HANWHA AEROSPACE,KR7012450003,225.0,1021.01,356.11,343.86,449.77,942.29,632.27,1757.92,2587.75,3791.9,1567.36,3206.67,4376.36,2759.94,2847.03,2547.38,1129.4,1474.18,1987.34,1604.71,1430.37,1398.0,1888.86,2007.56,3339.93,5060.7,12194.94
HDC HOLDINGS,KR7012630000,208.65,623.47,227.9,495.37,372.25,834.02,1298.14,2860.63,4246.54,5149.35,1957.39,2339.91,2466.91,1577.17,1593.83,1657.75,2883.75,2856.53,2760.6,3088.51,1017.28,499.95,606.64,350.87,294.23,384.85,503.33
S-1,KR7012750006,596.3,628.55,368.27,537.76,699.62,766.15,1404.84,1525.98,1591.23,2140.9,1243.58,1497.29,1799.76,1916.18,2285.56,2697.83,2779.8,3226.0,2726.77,3469.02,3498.47,2903.32,2879.47,2137.16,1834.1,1666.38,1515.25
KOREA ELECTRIC POWER,KR7015760002,16887.45,19872.98,13073.75,10467.18,9449.98,11194.62,17330.16,27479.71,29227.48,25717.05,12505.56,21131.12,16457.07,15870.43,19452.54,21042.65,25314.25,28340.31,23536.99,21189.75,19452.58,13457.62,13439.46,10970.1,10253.11,9877.49,9036.19
SAMSUNG SECURITIES,KR7016360000,769.74,2836.3,2289.48,2221.0,1542.43,1490.3,1713.39,3285.39,3422.69,4671.56,2951.65,3653.51,5182.13,4325.94,3928.68,3016.39,3339.69,2380.39,2499.37,3505.69,2713.92,2615.59,3115.81,2963.09,2502.71,2737.88,2781.78
SK TELECOM,KR7017670001,3418.02,27024.7,18637.5,16980.22,13186.43,15464.27,14248.48,16710.91,17714.82,17885.38,11847.88,12322.78,11856.29,10215.48,12509.58,15969.7,21080.31,14479.17,15347.93,19587.38,18765.47,15305.14,17698.65,10238.22,8302.85,8322.47,8184.28
COWAY,KR7021240007,,,,102.23,143.04,145.4,320.52,1982.23,1944.09,2514.56,1413.37,2383.96,2434.1,2785.86,3299.93,4771.63,6194.31,6202.69,5760.67,6636.33,5455.4,5366.91,4747.21,4254.73,3362.5,3247.5,3757.77
LOTTE SHOPPING,KR7023530009,,,,,,,,,11712.78,9950.26,3969.1,7650.24,11649.59,9646.93,10661.49,10743.27,6993.85,6051.17,6205.37,6444.34,4905.49,2675.11,2809.26,1870.27,2167.5,1843.71,1012.34
INDUSTRIAL BANK OF KOREA,KR7024110009,1163.43,1160.57,825.37,1689.99,1339.2,2457.56,3204.63,6916.4,7996.69,7465.86,2936.77,6257.35,8457.18,6565.97,6070.55,6291.6,6644.72,5253.64,6249.65,8684.45,7182.74,5143.91,5412.35,6341.91,6586.95,7982.7,8234.89
SAMSUNG E&A,KR7028050003,144.23,261.83,98.04,138.1,111.83,179.41,276.69,1137.39,1950.28,3706.64,1582.39,3828.25,7377.56,7993.2,5613.78,2648.1,1423.2,1710.42,2119.1,3157.63,2733.05,2714.59,2235.74,3503.77,4127.84,3415.85,2448.91
PANOCEAN,KR7028670008,,,,,,,,,,4120.42,1488.07,2156.55,1990.56,1362.01,1056.21,494.34,513.42,1323.21,1782.25,2860.64,2140.66,1749.16,2223.88,2179.52,2729.14,1545.99,1191.53
KT,KR7030200000,9707.97,34520.12,19004.55,11098.81,12207.28,10951.06,11403.94,11570.9,12917.79,14863.97,7663.25,11166.69,9737.04,7797.51,8840.15,7427.31,7041.72,6098.77,6659.27,7119.79,6675.12,5408.19,5664.91,6768.76,7424.87,7515.9,8056.86
LG UPLUS,KR7032640005,,,1116.55,1512.79,1021.03,843.32,1159.99,2204.19,3076.59,2437.28,1860.75,3826.11,2986.72,2899.73,3258.77,4428.31,4630.69,3363.14,4396.95,5841.42,5775.95,4768.21,4785.05,4690.26,3939.27,3446.41,2982.07
KT & G,KR7033780008,,4189.82,2554.72,2289.84,2532.43,3849.35,5118.52,8319.24,9218.1,12147.7,8096.14,8238.97,7350.78,9586.96,9396.39,9595.47,9956.39,11769.37,11623.58,13347.24,12136.96,10731.08,9826.34,8837.74,10350.65,9399.75,9673.17
DOOSAN ENERBILITY,KR7034020008,,,319.65,672.08,450.89,636.51,1084.73,3578.72,4900.84,10759.92,5420.15,7667.46,7295.08,6785.26,4128.9,3494.4,2314.38,1367.26,2622.22,1601.8,1167.54,910.12,3971.77,8884.43,8683.04,7749.11,10195.36
LG DISPLAY,KR7034220004,,,,,,,14084.3,16043.55,10440.9,14778.72,7026.08,11461.33,12366.08,9741.59,9326.1,8264.52,11352.53,6594.11,9421.95,10419.23,6092.86,4506.57,7298.77,5847.34,4084.55,4494.93,3033.3
KANGWON LAND,KR7035250000,,,,2693.78,2290.85,2686.82,2643.42,4554.26,4770.46,5052.55,1946.59,2886.85,5123.92,5107.25,6034.32,6657.59,6322.31,7406.89,6444.89,6616.0,6406.26,4851.91,4555.39,4401.26,4006.01,2578.41,2377.03
NAVER,KR7035420009,,,,,331.91,884.89,1379.85,4327.91,6378.89,10134.69,5002.12,6992.17,8488.82,9057.96,10789.58,20545.62,21245.02,16381.0,22187.79,27620.2,19667.11,24481.66,53272.62,42185.98,28432.65,27199.08,23435.34
KOREA GAS,KR7036460004,,1797.95,1163.75,891.39,1524.57,1650.67,2203.08,2348.58,3075.55,6384.1,2918.39,3398.44,2947.73,2964.38,4704.83,5609.17,3857.7,2802.23,3778.96,4239.36,4447.53,2448.91,2634.56,2684.01,2466.12,1922.9,2287.3
NCSOFT,KR7036570000,,,360.43,747.32,463.55,1204.35,1516.73,1603.3,1272.46,969.23,952.81,2358.5,3797.42,5636.22,2793.98,3839.19,3985.65,4268.29,5860.35,8907.23,9295.28,11758.29,19327.0,9761.38,8383.65,3386.22,2542.51
HANWHA OCEAN,KR7042660001,,,632.87,1085.4,1456.06,2695.59,3323.76,4428.52,5799.1,6405.03,2959.72,3052.88,7042.85,4928.29,5119.22,5788.22,3469.89,965.85,2561.55,2305.84,3238.93,2189.06,2495.69,1757.77,2061.76,5223.34,11926.1
HD HYUNDAI INFRACORE DEAD - DELIST.26/01/26,KR7042670000,,,226.29,279.11,359.83,1304.34,1341.56,2539.95,3606.06,4024.73,1632.83,2575.86,4449.13,3119.59,2382.39,2491.47,2004.96,679.19,1579.17,2079.9,1613.17,856.2,1705.82,961.38,1200.87,1267.71,937.64
DAEWOO ENGR.& CON.,KR7047040001,,,,491.01,343.76,1367.11,2165.44,4291.72,6696.76,5777.91,2124.91,3159.45,5116.67,4422.11,3427.85,2582.91,2558.2,1907.11,1909.78,2362.78,1913.26,1509.52,2353.74,1954.86,1571.82,1247.56,906.58
POSCO INTERNATIONAL,KR7047050000,,,,101.22,76.47,716.76,938.01,3824.36,3785.16,3681.85,1717.08,2993.31,3542.21,2869.08,3907.26,4367.94,2947.17,1400.64,2611.34,2770.1,2155.96,1703.58,2058.55,2082.69,3359.01,7182.69,4970.52
LG H & H,KR7051900009,,,,449.16,426.69,410.96,448.25,997.41,1982.87,2853.17,1853.53,3938.84,5803.16,6695.8,8411.87,6782.69,9726.41,12612.53,11343.57,16774.29,17506.32,16337.68,22342.63,12631.88,8856.66,3707.93,3199.12
LG CHEM,KR7051910008,,,,1444.59,2429.74,3230.88,2435.09,3478.31,3089.62,6470.09,4318.53,11599.42,24475.61,24352.79,18269.36,15520.57,12345.28,15698.43,16895.6,26176.74,23220.52,20676.42,60945.26,37418.9,39105.46,24605.35,10682.32
LG ELECTRONICS,KR7066570003,,,,,4767.64,7561.74,9380.07,11943.81,8379.78,13817.56,7397.29,13843.68,15217.22,13241.64,10737.84,9626.78,8974.93,7712.39,8318.65,15303.37,9566.55,8888.03,23132.51,17308.26,13531.16,12039.12,8723.13
HYUNDAI DEPARTMENT STORE,KR7069960003,,,,,391.22,639.57,860.38,2270.63,1921.83,2074.95,1033.78,1881.71,2653.67,3703.54,3412.37,3096.45,2588.13,2500.45,1934.39,2199.29,1997.7,1531.5,1654.03,1388.03,1198.6,1035.11,797.46
KOREA INVESTMENT HDG.,KR7071050009,,,,,,241.68,627.61,2074.48,2482.18,2934.3,1045.89,1390.52,2469.72,2067.71,2148.19,1996.18,2581.33,2137.0,2242.35,4370.15,3197.86,3082.54,4262.64,3351.42,2863.25,2793.46,2951.44
STX ENGINE,KR7077970002,,,,,,,124.52,430.57,734.28,1427.39,450.69,461.13,884.52,444.85,209.07,173.29,156.54,101.58,148.46,185.98,148.9,121.31,142.86,180.94,262.09,205.28,344.26
GS HOLDINGS,KR7078930005,,,,,,,2029.42,2541.69,3182.09,3975.39,1771.02,2739.86,6555.41,5491.27,5918.88,4352.13,3558.6,3836.36,4188.44,5849.96,4476.55,3499.05,3167.15,2955.87,3331.19,3533.68,2409.89
HYUNDAI GLOVIS,KR7086280005,,,,,,,,2410.27,1080.23,2216.04,1313.56,2942.32,5271.29,6152.48,6920.39,7675.99,8022.48,6289.6,4953.57,4982.4,4726.26,4487.63,6760.23,5054.96,5085.84,5361.6,7392.39
HJ SHIPBUILDING & CONSTRUCTION,KR7097230007,,,,,,,,,,2205.82,1038.54,882.17,1642.91,930.41,594.19,852.89,371.82,269.84,283.42,364.29,117.07,293.04,520.02,488.39,271.6,228.24,340.01
KB FINANCIAL GROUP,KR7105560007,1250.79,3183.62,2796.23,13812.56,11224.18,13650.58,14268.73,25390.99,29607.65,21873.09,9009.39,17388.82,20132.2,14991.86,13661.2,12877.79,13028.39,9391.99,17261.8,25704.9,18163.31,15258.5,15568.36,20523.07,18898.45,20227.41,23820.11
AGILE GROUP HDG.,KYG011981035,,,,,,,,2066.14,3108.99,4549.46,1351.29,4663.5,5262.76,4024.8,4820.11,3170.14,2354.32,1845.51,2074.78,7371.92,5141.58,5173.79,5038.22,2070.74,1498.29,419.42,388.53
AAC TECHNOLOGIES HDG.,KYG2953R1149,,,,,,,,933.16,1210.11,1233.74,368.96,2105.92,3272.49,3153.8,4717.29,5306.22,7689.69,8205.62,12502.55,22045.18,7381.35,8875.76,6688.49,3651.81,3262.8,2608.47,6173.97
ENN ENERGY HOLDINGS,KYG3066L1014,,,,219.05,214.96,390.98,508.82,711.09,916.94,1929.68,911.46,2493.16,3263.83,3314.08,5353.22,7022.07,6244.25,4919.79,5301.46,8244.48,10728.81,13293.9,18533.84,17923.5,17062.2,8433.39,7679.39
LI NING,KYG5496K1242,,,,,,,472.18,946.13,1825.04,2977.13,1439.06,3338.04,2003.98,1162.35,722.77,1097.58,748.69,876.24,1240.61,1735.56,2762.75,7109.36,16072.27,25297.77,25797.84,5856.31,5161.29
LONKING HOLDINGS,KYG5636C1078,,,,,,,,290.78,1631.22,1625.86,487.07,1352.83,2534.05,1787.91,1142.09,859.95,800.47,538.48,1158.37,1920.77,1456.35,1113.03,1452.22,1246.67,867.77,689.62,922.75
PARKSON RETAIL GROUP,KYG693701156,,,,,,,,1384.11,2920.15,5182.09,2565.26,4569.28,4699.47,3391.6,2155.65,856.83,637.86,307.18,297.04,353.68,241.73,169.58,88.37,64.23,55.77,38.74,35.5
SEMICON.MNFG.INTL.,KYG8020E1199,,,,,,,3693.47,2974.29,2671.22,1548.12,763.07,1873.68,2178.25,1577.97,1980.76,3272.59,3099.2,3835.11,6104.73,6941.17,4733.88,9607.07,21559.78,14298.53,13547.69,10754.39,32207.13
SHUI ON LAND,KYG811511131,,,,,,,,,3521.98,4321.5,1014.7,2424.95,2596.95,1820.9,2908.78,2545.51,1795.78,1896.02,1655.11,2597.48,2024.05,1629.51,1175.32,1137.94,1095.23,718.54,648.98
SOHO CHINA,KYG826001003,,,,,,,,,,4368.82,1766.03,2511.29,4157.41,3418.39,4534.53,4210.72,3574.47,2403.02,2680.38,3064.64,2186.65,1901.01,1583.07,1134.18,1034.29,432.18,427.04
TENCENT HOLDINGS,KYG875721634,,,,,,,1097.89,2254.17,6628.11,10906.29,10893.21,33297.61,49150.12,44464.42,64193.19,130478.8,164175.83,175782.23,250625.23,549455.63,422216.23,467329.7,896779.27,581668.32,466803.62,336982.36,476108.07
TINGYI CYMN.ISLE.HLDG.,KYG8878S1030,388.09,341.56,637.78,881.32,1540.48,1689.06,1325.54,3386.27,6120.58,7655.32,6483.78,12501.17,13532.1,16216.3,15898.59,14487.69,13675.6,6408.85,6421.13,11141.39,7975.64,9658.0,11261.35,11662.57,9339.57,5576.64,8445.3
AMERICA MOVIL B,MX01AM050019,,,,,,,,,,,,,,,,,,,,,,,,,,56402.07,43045.21
GRUPO ELEKTRA SUSP - SUSP.30/09/25,MX01EL000003,183.96,342.47,379.47,277.63,459.98,1270.89,2028.63,2380.03,3415.91,5803.99,5461.84,12795.83,10312.81,21355.0,11351.7,7215.12,8939.72,4410.26,3082.68,8562.69,12575.67,17181.59,16121.48,15332.91,11794.51,15048.4,3711.64
DESARROLLADORA HOMEX SUSP - SUSP.03/06/25,MX01HO000007,,,,,,,1551.91,1989.53,3397.97,3156.2,1060.46,1721.09,1796.44,1134.65,819.45,91.26,71.11,7.48,47.26,26.42,47.17,24.29,9.93,13.51,7.79,4.22,0.27
WALMART DE MEXICO 'V',MX01WA000038,4518.18,6976.42,9173.14,11276.33,8869.3,12264.34,15236.19,25491.52,38224.68,31017.84,17453.23,37562.67,52865.51,55073.5,58717.88,42007.89,34080.9,42959.03,32164.76,43922.53,45331.49,50978.3,51538.46,61593.01,68177.56,73107.73,45782.99
SIGMAF A,MXP000511016,1380.78,2335.31,850.8,929.05,876.62,2202.75,3025.12,3323.63,3791.14,3445.03,927.56,3609.73,6314.37,6860.63,12282.58,14441.5,9485.81,8863.45,6713.44,6314.21,6366.07,3774.45,2926.19,3548.44,3534.94,3849.09,4603.96
CEMEX CPO,MXP225611567,1164.99,5973.53,5983.66,7862.83,5904.96,9848.79,13865.78,24172.38,27694.97,21718.47,6343.71,8978.0,9302.77,7948.69,11871.7,13897.8,10996.01,5845.62,12895.44,11947.9,8087.58,6130.52,9401.2,9425.42,8362.33,13007.1,9098.05
FOMENTO ECONOMICO MEXICANO,MXP320321310,1461.85,2707.82,1984.39,2611.34,2159.81,2778.69,3523.58,5555.12,9119.87,8047.96,5997.89,9242.95,11721.09,15722.3,23951.88,19508.24,18196.07,20120.7,16832.72,21302.03,19432.56,19598.09,14838.32,16628.48,18528.17,30544.13,17702.06
GRUPO FINANCIERO INBURSA SRIES 'O',MXP370641013,975.96,4833.68,3889.02,3989.01,2256.01,3831.91,6116.16,5085.73,5911.62,6974.65,7385.97,10450.5,14991.59,14032.59,18558.12,16562.45,17330.03,10545.7,9712.47,11786.55,9691.89,7562.92,6153.08,9394.83,13626.94,17987.31,13073.09
GPO FINANCE BANORTE,MXP370711014,184.67,587.68,793.73,1123.6,1172.89,1854.93,3243.78,5193.77,8056.89,8553.81,2639.69,7123.9,9050.1,9262.0,16156.69,17442.38,14190.41,13502.57,13494.88,17901.87,15860.06,17817.16,14758.39,18096.97,23710.86,30474.87,20153.3
GRUPO MEXICO 'B',MXP370841019,1686.6,3475.68,2086.73,1058.16,759.33,2852.91,4455.4,7524.75,10688.36,15850.22,4143.02,17167.54,32037.26,25518.57,30183.99,25104.0,20728.21,14111.11,23986.48,27274.34,18548.83,20909.14,35271.17,34043.57,34181.28,40635.13,38601.07
GRUPO CARSO SERIES A1,MXP461181085,2579.12,3912.03,2627.11,3455.85,1967.48,3473.72,4426.1,6429.93,8669.72,9557.4,5175.62,7412.67,6812.34,6963.51,11186.36,11914.09,10097.65,8510.82,9153.25,8697.84,8825.78,8265.39,5870.88,6455.87,11489.09,20581.36,13077.14
GRUPO BIMBO 'A',MXP495211262,2966.11,2358.46,1902.71,2468.78,1551.77,2375.13,3531.76,4271.39,6079.85,7066.33,4176.26,7827.97,9984.69,10994.59,12283.45,12447.59,12064.01,13172.73,10657.17,11746.74,9067.67,8314.26,8964.41,13722.85,22157.33,19962.86,11484.25
GRUPO TELEVISA,MXP4987V1378,2960.4,7112.69,5828.95,4983.74,2899.19,4727.63,6822.85,10815.42,14732.85,11076.23,6756.32,9833.71,11889.38,10231.43,18017.98,16622.49,18814.71,16281.98,12743.13,12788.88,7411.75,6436.6,4438.42,5796.09,3616.02,1576.61,1090.21
INDUST PENOLES,MXP554091415,1200.14,1080.29,310.5,499.4,822.13,1613.44,2036.62,2739.15,3853.82,9363.52,3540.28,7725.64,13635.13,19640.93,20081.41,9271.71,7909.4,3761.98,10134.51,8848.04,5306.46,4175.63,6501.02,4240.28,5731.68,5029.95,5687.09
KIMBERLY-CLARK DE MEXICO 'A',MXP606941179,2085.6,1992.37,1764.2,1784.88,1378.78,1662.71,1961.78,2215.5,2620.47,2355.25,1830.86,2552.72,3239.2,3206.3,4625.13,4131.4,3155.1,3683.32,2914.85,3069.26,2711.38,3328.0,2858.65,2298.64,3184.43,3602.34,2393.88
ORGANIZACION SORIANA,MXP8728U1671,1790.36,2378.91,1576.28,1672.38,1019.76,1578.73,2134.5,2805.03,5176.64,4820.42,2765.76,4432.17,5795.64,4641.14,6857.62,5145.46,4229.74,3782.3,3826.4,3868.31,2511.49,2293.5,1687.29,2003.2,2906.1,3664.27,2563.58
AMMB HOLDINGS,MYL1015OO006,285.02,1752.83,910.39,1051.04,969.98,1604.69,1606.73,1430.27,1972.01,2492.98,1724.69,4333.09,6526.49,5871.61,6170.03,6602.12,5217.5,3123.43,3079.59,3675.17,3311.48,2703.53,2422.08,2581.34,3176.81,2979.21,4176.98
CIMB GROUP HOLDINGS,MYL1023OO000,473.94,3663.71,2612.47,2678.79,2164.32,3202.57,3430.93,4379.32,8633.32,11384.71,6333.78,13194.38,20465.35,17064.53,17248.3,17016.9,12770.3,8370.19,9922.81,17205.18,13123.08,11698.21,9470.3,12698.95,14317.28,14086.79,19185.72
HONG LEONG FINL.GP.,MYL1082OO006,263.48,841.25,676.88,947.66,1066.49,1410.42,1205.02,1104.38,1664.88,1587.88,1316.17,2330.24,3078.56,4129.47,4662.42,4976.78,4909.83,3807.31,3807.75,5608.42,5519.05,4507.51,4726.82,4989.79,4967.36,3965.57,4651.61
MALAYAN BANKING,MYL1155OO000,3182.29,10241.78,8837.79,8342.3,7535.58,9758.34,11880.72,10852.24,14544.37,14214.53,7087.85,14091.75,21003.05,21107.54,24122.46,25504.87,22398.77,19813.47,18732.08,28133.9,25735.78,22843.41,22153.48,23470.33,24755.55,23881.5,27774.2
PUBLIC BANK,MYL1295OO004,929.2,2540.69,2188.85,2461.18,2801.8,4843.64,6711.54,6111.25,9062.74,11870.78,8596.61,12388.39,15596.78,16077.1,17642.61,20137.15,19410.71,16921.73,17673.21,21969.66,23486.12,17513.97,19677.05,19524.28,19246.14,18230.72,18738.36
BURSA MALAYSIA,MYL1818OO003,,,,,,,,541.49,1737.52,2104.17,741.84,1202.05,1457.91,1250.41,1133.57,1238.23,1205.86,1067.32,1074.0,1504.31,1439.1,1071.06,1870.29,1210.42,1280.85,1285.14,1486.58
BATU KAWAN,MYL1899OO003,257.57,341.98,303.64,352.72,387.22,463.9,475.4,605.98,948.91,1499.42,1039.62,1335.11,2397.82,2790.32,2584.56,2553.31,2196.58,1823.58,1870.33,2209.19,1809.36,1725.15,1778.13,2214.6,2147.29,1712.76,1785.63
IOI CORPORATION,MYL1961OO001,394.86,546.99,512.24,1104.21,1466.11,2413.11,2863.37,3788.33,6577.57,13390.91,6668.63,10061.2,12668.39,11533.66,10286.8,8087.86,8383.65,7095.31,6645.86,7597.21,7134.44,6859.43,6604.54,5691.28,5654.61,5290.16,5224.79
GENTING PLANTATIONS,MYL2291OO002,172.02,261.42,179.48,236.06,253.62,339.61,330.25,463.26,969.79,1880.28,816.43,1342.67,2154.23,2388.29,2010.08,2336.21,2157.66,2065.54,1978.24,2091.55,2011.2,2277.2,2149.93,1380.71,1289.19,1187.16,1149.02
KUALA LUMPUR KEPONG,MYL2445OO004,820.11,956.27,918.77,1031.27,1190.65,1209.4,1275.03,1690.82,3175.32,5780.7,2941.32,5188.29,7576.14,9053.57,7455.72,7470.78,6667.5,5962.29,5873.21,6936.38,6432.12,5859.08,6361.29,5578.78,5540.04,5046.73,4887.11
GENTING,MYL3182OO002,1251.72,3280.75,2057.42,2279.83,2743.22,3113.91,3633.67,4306.62,8284.33,8356.1,3769.92,7560.64,13836.73,13740.85,11372.77,11563.53,9110.02,6850.28,6993.15,9333.64,6568.74,5183.01,3824.65,4047.78,4638.4,3994.65,3075.52
